id,date,overall_rating,pros,cons,sounds_like_hr
empReview_36627316,"Oct 2, 2020",1.0,"- good people (although many have quit in the past few months)
- casual work attire
- ""little Thursdays"" kind of still exist (for now)","Toxic work environment: 
- no trust or autonomy
- no communication or transparency 
- low salaries, no bonus structure, no increments, no advancement
- weak benefits and insurance plan is mediocre at best
- lack of strategy, planning , a ""do now"" mentality with no thought or planning
- CEO and CCO are a dynamic duo, and not the good kind: no support, unrealistic expectations, rude and moody.
- Underqualified HR - don't know how to support their employees",0
empReview_29319168,"Sep 19, 2019",2.0,The people are great! Some real beautiful souls work here who deserve so much more from an employer.,"It used to be a great place, Hosam was a great CEO, really present in the business but since he left it has all turned. It used to feel like a family environment and an encouraging place and that is why company did so well and grew so big.

Since the acquisition.... one word.. CHAOS. New management has little regard for the employees, doesn't care for benefits, no incentives, low salaries. Double standards, unrealistic deadlines, long hours. It's all about numbers now and we no longer make decisions based off strategic business plans or stakeholder management but on how much cost savings we can make.

New CEO isn't visible in the business, always locked away in his glass office on his phone. Not an inspiring leader, doesn't answer questions and doesn't like to be challenged. They want yes people who do and not question. 

There is a real lack of basic benefits like flights back home, planned training programs for learning and development, only a bonus for buying and merchandising and not the whole company and again low salaries and little or now increments.

It is an incredibly micromanaged environment, you are not trusted to be the expert in your area. Senior Management team concern themselves with the smallest matters when they should focus on long term strategy but they are too busy micromanaging and wanting short term gain.",0
empReview_34791448,"Aug 11, 2020",1.0,"None left. Cost cutting and COVID combined led to
- No Barista, which used to be amazing
- No Fruits / Breakfast
- Not even a paid vending machine

If I had to, parent company discounts are a pro but most of the places aren't good to begin with.","Everything imaginable despite a business that is doing well and a brand that is very strong in the region.
- No replacement hiring
- No increments or bonus for folks working for years
- No benefits (Insurance was downgraded)
- No humanity
- Toxic culture of blame games 
- No work life balance 
- Top performers have left, very few decent folks left to work with",0
empReview_6237574,"Apr 1, 2015",4.0,"company.com has a great work environment, people are relaxed and get a lot of work done, people can leave on time but it's not unusual to see at least 30% of the office stay later. Great HR system for holiday and sick leave tracking, very fair growth within ranks and recognized in the market as a huge force in e-commerce","Poor salary start and growth, unless you're a director. The worst department is operations in terms of both pay and happiness. The ops and warehouse team are in a different building from higher management so they are out of sight, out of mind.",0
empReview_34755219,"Aug 10, 2020",2.0,"Nice office
Casual dress code 
Talented and friendly co-workers
company 30% discount","- Very low salaries compared to the market and industry
- Medical insurance needs to be upgraded 
- No annual flight like most companies in Dubai
- No bonus - no profit share - no medical insurance/visa for family - no overtime pay
- No room for growth! Promotions and salary increments are very rare inside the company
- After months of hard work and long hours to achieve targets, the only reward is ""free pizza""
- Many talented and competent people are leaving only to be replaced by incompetent and cheaper employees which affect the teams very negatively",0
empReview_18342272,"Dec 14, 2017",4.0,"1.  Friendly environment, Tech Savvy team.
2. Down to earth, humble Management
3.  Bleeding edge tech-stack, your given freedom to add more or learn at any given time.
4. Flexible hours, Work and life balance are respected, we get half day On Thursday!","1. Becoming a bit harder lately to introduce drastic changes as the business/tech stabilizes.
2. Communication between teams can be more efficient.",1
empReview_88516456,"Jun 23, 2024",5.0,Company culture is amazing. Work life balance is good,I don't really have any downsides,1
empReview_86792800,"Apr 29, 2024",1.0,When things are going good everything seems good and you start to actually believe the things that they say and the promises that they make.,"Criteria for promotion can and does change every single window without notice.
Everything they tell you about the job and while on the job is a lie in a split moment when you become a headcount number on a spreadsheet.

Care about as much as ""Dear valued staff member"" is sincere.",0
empReview_88346707,"Jun 18, 2024",5.0,culture of the company and peers,its a bit chaotic sometimes,1
empReview_88245757,"Jun 13, 2024",4.0,Exceptional amount of learning and really amazing people,Growth has become much slower than previous years,0
empReview_88218867,"Jun 13, 2024",4.0,"Amazing culture, great people to work with",Working hours were too long at times,0
empReview_88154821,"Jun 11, 2024",4.0,"Growth opportunities 
Business impact
Interesting business and tech problems to solve.","Unreasonable timelines 
Top down goals and initiatives",0
empReview_88013574,"Jun 6, 2024",4.0,"- Good experience and big scale projects 
- Friendly and supportive people/teammates
- Good salary",Forcing RTO (return to office),0
empReview_88881294,"Jul 5, 2024",1.0,salary is competitive in the market,no work life balance at parent company,0
empReview_87731378,"May 28, 2024",2.0,"Autonomy, flexibility, dynamic environment, learning.","High pressure to achieve targets, lack of structure, lazy colleagues with zero ownership and higher salaries, lack of recognition, lack of processes.",0
empReview_87691514,"May 27, 2024",4.0,"You'll learn a lot
You will have friendly enviorment","You'll not be paid enough
You will feel distrust in company vision and goals because it always keeps changing",0
empReview_85560726,"Mar 21, 2024",5.0,worked in a remote environment with latest technologies ,got to a global job cut at that moment ,0
empReview_85726170,"Mar 26, 2024",2.0,Good people in your team,"Stressful work environment
Unprofessional leadership",0
empReview_85773612,"Mar 27, 2024",1.0,parent company has nice benefits like gym allowance and it's a global company so you get exposure,There is no job security. No policies for performance improvement plans. You could get fired instantly based on a bad feedback.,0
empReview_85150559,"Mar 8, 2024",3.0,Pay - Technical challenges - tech stack,inconsistent experience in different teams,0
empReview_83409089,"Jan 16, 2024",4.0,"Great scope to learn.

A lot of smart people.

You get much freedom in execution.","""Culture eats strategy for breakfast"". Poor culture in certain teams. This leads to lack of enthusiasm and apathetic outlook by many employees.

Work life balance fluctuates, on certain ocassions it takes a dip.

Frequent layoffs lead to landgrabbing approach by many to showcase their work and be close to their managers.",0
empReview_85226573,"Mar 11, 2024",4.0,"- Immense learning opportunity
- Good potential to grow",- A lot of adhoc work as a data analyst,0
empReview_85278385,"Mar 13, 2024",5.0,"Best place to work, CEO is like a superhuman.",I cant find any thing cons for parent company,1
empReview_85377135,"Mar 15, 2024",3.0,great team and learning opportunity,the reward is low and growth is hard,0
empReview_83394119,"Jan 15, 2024",5.0,Opportunity to work alongside smart people on cool projects in a fascinating region. The work is more focused on impact than output.,"Strategy can pivot frequently and you are required to take full ownership of the topics you work on - so if you are looking for a more stable, checklist environment then this isn't for you.",1
empReview_85148036,"Mar 8, 2024",4.0,"it has good pay, good environment","no internal movements, no worklife balance.",0
empReview_85069193,"Mar 6, 2024",5.0,Flexible working environment good to work,not specific to specify here,1
empReview_84556276,"Feb 20, 2024",5.0,Amazing company. Brilliant leadership. Love the culture.,I don't think there's anything worth highlighting here,1
empReview_84526201,"Feb 19, 2024",4.0,"+ Established process
+ Platter of opportunities","- Change management
- Biz priority determines growth",0
empReview_84468708,"Feb 17, 2024",5.0,"Amazing workplace, environment, team work and cooperation",i did not find anything till now,1
empReview_84186644,"Feb 8, 2024",5.0,Loved everything from my team to overall culture,You can not opt for remote work.,0
empReview_84304672,"Feb 12, 2024",5.0,"nice challenges, good tech stack","changing policies from remote first to rto

changing benefits and cancelling uber rsus",0
empReview_84247995,"Feb 10, 2024",1.0,"Strong brand in the market
Good Pay scales","Do not respond to interview candidates
Candidate experience is poor
No feedback provided to interview candidates",0
empReview_83588731,"Jan 22, 2024",4.0,Good company culture where everyone is friendly and helpful,"Too much of big corporate rather than start up, not too much freedoms in decision making",0
empReview_83632163,"Jan 23, 2024",3.0,"Great Place for learning, wide range of technologies in use.",A lot of people u need to go through to get things done.,0
empReview_83212462,"Jan 9, 2024",4.0,"Culture, Independence, and Quality of work","Low salaries for employees in Pakistan, Egypt and Jordan as compared to engineers in Dubai",0
empReview_78780302,"Aug 2, 2023",1.0,"if you enjoy dubai as a city, it can be nice to work at parent company","There's an expectation of working all day and night, under the premise that it's enjoyable and for a larger purpose, but this is exactly how you risk employee burnout. The company culture, frankly, is not conducive to inclusivity. Women are not given due attention, they are often interrupted during discussions, and promotions are less accessible to them, reminiscent of the situation in the U.S. several decades ago. Leadership lacks diversity, consisting mainly of middle-aged men from the MENA region with consulting backgrounds. This is not how you build a culture that fosters diverse perspectives and challenges the status quo. There's also an unnecessary urgency attached to everything, often resulting from inadequate planning, which is a breeding ground for mistakes. The structure is problematic too, with a top-heavy senior leadership, followed by a gap, and then a group of young individuals who may not yet fully understand professional life, yet are eager for significant titles. Mid-level management seems to be populated with individuals who simply comply, managed tightly by the leadership and spending significant time handling subpar talent. The engineering department is subpar and under-resourced, and the CTO, who spent his prime years at a more traditional company, seems to lack an understanding of the current landscape. In terms of user base, none of our products exceed half a million users. Uber took over our primary business, assimilated it, and the remainder has been largely abandoned. Lastly, the attrition rate is quite high, with intelligent, self-respecting individuals who have other options typically leaving within a year due to the sheer intensity of the work culture.",0
empReview_87672706,"May 27, 2024",2.0,"Colleagues are good
Good pay","Toxic management
WFO ( 4 Days a week). They hired us by selling WFH etc. Not at all flexible.",0
empReview_87532096,"May 22, 2024",1.0,you will learn a lot as they have a very good diverse stack,"bad management, unfair treatment, lies and issues in payment (salaries), one of the worst companies you can join
also they dont value the employees at all, they care about cost reduction only and they layoff every few months and force people to leave the company",0
empReview_87809489,"May 31, 2024",4.0,Great Company which offers lots of learning oppurtunities,"overtime, lesser work life balance",0
empReview_88250829,"Jun 14, 2024",1.0,Some flexibility here and there but nothing great,Can only succeed if you have no family or obligations and are willing to be a corporate slave,0
empReview_87562371,"May 23, 2024",4.0,Learning curve - Pay - Exposure,Turn over rate is high,0
empReview_87254250,"May 14, 2024",2.0,Office location and building were amazing,Employee wellbeing is not kept at the forefront of the corporate objectives.,0
empReview_87328977,"May 15, 2024",3.0,"Good salary and benefits, friendly colleagues.","Fragmented teams across several countries.
Uncertainty and layoffs",0
empReview_87246454,"May 13, 2024",4.0,"Good perks, Remote Work, Flexible Hours","Limited opportunities to collaborate in-person.
Late-hours client calls.",0
empReview_87219636,"May 13, 2024",4.0,"- Good environment
- Friendly people","- High workload
- Too many things to work on",0
empReview_90767864,"Sep 6, 2024",5.0,"Latest technology, great leadership, willing to become number one in the market",I don't have anything specific,1
empReview_89949126,"Aug 9, 2024",1.0,"The Silver Linings: Learning and Pay
Learning experience was vast in terms of sheer volume, technologies and concepts. Exposure to big tech stack was a definite plus. 
Salary was competitive for local market.
Unlimited number of leaves, in theory...","Work-Life Balance: A Figment of Imagination
At the parent company, work-life balance is fairy tale. Late night calls dragging you out of bed at 3-4 AM, not just once but several times a week… or night. The overall mentality of the company showed little little regard for employee well-being. Working weekends was encouraged, and blurring boundaries between personal life and work was celebrated. parent company's leadership seemed to take pride in how they could push you to work around the clock.Training and Teamwork: Mostly Missing
Certain senior colleagues were ill-mannered and exhibited condescending attitude. Needing support? Expect to be looked down upon with all charm of a grumpy old-school headmaster.Leadership: An Inspiration... to leave 
From mid-level management to very top, it was parade of uninspiring figures who excelled at putting unconstructive pressure on employees. parent company's leadership strategy: believe that employees are like machines—just push harder, and they’ll work faster only. Constant urgency created an atmosphere where panic was primary motivator. Just apply enough pressure, and stressed-out employees make mistakes faster than they can fix. It’s almost as if they thought that by cranking up the stress levels, they could squeeze out extra productivity. But hey, at least they managed to turn urgency into an art—just not the kind that results in anything useful…

Reorgs and Appraisals: Constant Fear
Reorgs were frequent, often feeling like imminent threat of being fired. Every reorg was like waiting for axe to fall, creating atmosphere of constant fear and insecurity. Appraisal cycles were no better, more a ritual of dread than a constructive review, ensuring everyone stayed on edge.

Employee Retention: Always hiring!
High attrition rate. I know teams that lost 4 out of 6 employees in less than two years. True testament of company’s work experience.

Toxic Environment: “Speak Up”… at Your Peril
Completing anonymous surveys can land you in management’s bad books. Rather than viewing feedback as tool for improvement, management preferred to play detective, trying to unmask brave souls who dared to voice negativity. Is brilliant strategy to ensure that employees feel valued and heard…",0
empReview_88526400,"Jun 24, 2024",5.0,"Salary, Inviroment and parent company bath",nothing to mention everything is going great,1
empReview_86193881,"Apr 10, 2024",3.0,Best teams in the region,No work life balance in the company,0
empReview_85634362,"Mar 23, 2024",5.0,"great team
enerprenuer environment 
thinking big","no work life balance
no audit on managers",0
empReview_78280896,"Jul 15, 2023",2.0,The company name has resume value.,Managers are not supportive unfair expectations.,0
empReview_78818696,"Aug 3, 2023",5.0,"great work environment, Flexible working hours, Open communication, Great culture","Can't think of any, really.",1
empReview_59213783,"Feb 6, 2022",5.0,My boss made sure I am presenting my work to the C level management and that comes with a lot of learning,The teams were recently reshuffled so there was some unclarity with regards to the responsibilities,0
empReview_32137619,"Feb 29, 2020",1.0,The company had many pros prior to the Uber acquisition and reorganization that saw 15% of its workforce layed off.,"The culture is just terrible. It a dog eat dog world. Your upper management will throw you under the bus at the moment they feel pressure. HR is useless. The organization does not appreciate hard work and committed employees. Upper managers and regional managers they want loyal peasants. parent company used to be a place where free thinkers and innovators will excel and be at their fullest potential. Now if you put your opinion forward or challenge your manager, you will be thrown into the fire pit and burned.",0
empReview_15747482,"Jul 4, 2017",5.0,"Culture is very healthy, you always have new things to do, challenging environment, latest unicorn.","Growth become stagnant, no career plans for employee, learning curve get stopped at one point.",0
empReview_48604432,"Jun 20, 2021",4.0,It has good work life balance.,Work is not that much good and also depend on team,0
empReview_47578770,"May 27, 2021",5.0,Amazing team and Stock options,Ever changing policies and politics,0
empReview_27765078,"Jul 2, 2019",1.0,None at the moment. terrible environment full of politics,Prepare to play game of thrones.,0
empReview_90666074,"Sep 3, 2024",4.0,Outstanding working environment and good benefits,The management are leading this company downhill,0
empReview_90462443,"Aug 27, 2024",4.0,"- Great leadership 
- great talents 
- culture",Pay is low and do not support relocations,0
empReview_90451544,"Aug 27, 2024",4.0,"Challenging environment with interesting products, lots of ownership + talented & passionate coworkers",You need to be prepared for a high work load with limited support sometimes,0
empReview_90350722,"Aug 23, 2024",2.0,* 1 month work from anywhere option,"* No work-life balance
* No back-up resource
* Very low to no increment
* Management always changing for the worst",0
empReview_90560655,"Aug 29, 2024",4.0,Good salary and culture here,Cannot think of anything at the moment,1
empReview_90508746,"Aug 28, 2024",5.0,"Great culture, good benefits, growth opportunities","Sometimes high workload, nothing else",1
empReview_90458426,"Aug 27, 2024",4.0,"Environment
Flexibility
WFH
Dynamic
Friendly","Fast pace
Location
Office days",1
empReview_90458426,"Aug 27, 2024",4.0,"Environment
Flexibility
WFH
Dynamic
Friendly","Fast pace
Location
Office days",1
empReview_89704587,"Aug 1, 2024",5.0,"Overall it was a great place, highly recommended if you are looking for multi jurisdiction work with great team",Has some issues on career growth but could be a person specific issue in my case or resulting from an overall flat and lean structure (which isn't a bad thing in terms of organisational efficiency),0
empReview_90226380,"Aug 19, 2024",2.0,"good learning, multinational structure, can learn from other countries","there is too much politics, merit wont get you anywhere",0
empReview_90244504,"Aug 20, 2024",4.0,Large scale product based company.,Politics and leg pulling culture.,0
empReview_90131787,"Aug 15, 2024",3.0,Latest tech in most teams,"Chaos, directions changes every few months",0
empReview_90139807,"Aug 15, 2024",4.0,"Lots to learn. 
Good growth opportunities.",Challenges in maintaining a healthy work/life balance.,0
empReview_89330249,"Jul 20, 2024",4.0,"* Following agile
* People care about the quality of the code-base and final product
* Work life balance is great (at least for my squad)","Average salaries, we do get stocks but the company is yet to be publicaly tradable so you want be able to sell those until 2026 I beleive and you only start getting stocks after the first year.",0
empReview_89721438,"Aug 2, 2024",4.0,"Structure of the work is very clear and follows common growth frameworks. If you want to do real growth work, (vs. PM work or marketing) this team is a good place.",Analysis and experiments are basic,0
empReview_90000997,"Aug 12, 2024",4.0,"Fast paced work environment 
Multi disciplinary learning",Needs better work life balance,0
empReview_89931662,"Aug 8, 2024",4.0,"- Brilliant tech people 
- Great learning opportunity",- Workload can sometimes be unmanageable,0
empReview_87091571,"May 8, 2024",4.0,Very good flexible working environment,After the acquiring there was a lot of changes that affected the employees,0
empReview_85506149,"Mar 19, 2024",3.0,"Good salary (but starting with next year they will give useless stocks), some of the people are nice","Too frequent organization changes, too frequent KPI changes. Too high workload, a lot of senseless decisions, not clear career progression. Company values are used to justify overworking.",0
empReview_87056869,"May 7, 2024",2.0,Good tech stack and room for learning,Politics and zero work life balance,0
empReview_87164788,"May 10, 2024",5.0,"Work/Life Balance
Compensation
Team Spirit
Benefits",Sometimes the Work/Life Balance gets imbalanced,0
empReview_86888638,"May 2, 2024",2.0,Nice product to work on.,"Management is too poor and weak, and leadership are so arrogant and bossy.",0
empReview_86738691,"Apr 27, 2024",3.0,"""An environment that is conducive to learning.""","The management is not good, Also the Egypt office is not good since the care team make the place noisy",0
empReview_87148768,"May 10, 2024",3.0,Good salaries relatively to job,Usually not good environment especially management,0
empReview_86764632,"Apr 28, 2024",4.0,Environnement culture and the team,Dubai management was little bit rude with local team,0
empReview_86581916,"Apr 23, 2024",5.0,Good culture and great team around you,"Ambiguity at times, need to think on your feet sometimes",1
empReview_83377781,"Jan 15, 2024",3.0,"Relatively good learning curve, flexible working hours,","Complete mess. Poorly planned/executed tech initiatives everywhere. Do not join Falcons program, it is a circus.
Compensation is low in Egypt. They can pay in USD but refuse to do so, your salary will deprecate in value everyday.",0
empReview_83479751,"Jan 18, 2024",5.0,"Learning is great, people are smart and motivated, lots of autonomy","No cons, I loved working at parent company",1
empReview_82927529,"Dec 30, 2023",4.0,Very helpful team all over wether it was on egypt level or on the regional office,Stressful as my time there the company direction was still not very clear,0
empReview_83360070,"Jan 14, 2024",4.0,"Learning and Growth is great, exposure is amazing.","Instability
Frequent strategy changes leading us to feel resources aren't utilized in the best manner",0
empReview_83393994,"Jan 15, 2024",4.0,Knowledge sharing and understanding. Working with people from diverse backgrounds,Nothing special....normal politics from very small number of people,0
empReview_83572636,"Jan 21, 2024",5.0,"Multicultural and diverse team
Work life balance
","Slow growth within the company
",0
empReview_82891153,"Dec 28, 2023",4.0,Opportunity to work on complex systems around ride hailing and payment processing,You can get a better remote job with better salary,0
empReview_83398876,"Jan 16, 2024",3.0,Perks & Insurance + Remote work accessibility.,Clarity of communication internally between departments,0
empReview_83366560,"Jan 15, 2024",5.0,Good Good Good Good Good,Nothing Nothing Nothing Nothing Nothing,1
empReview_84414148,"Feb 15, 2024",1.0,good salary in germany and all remote,no work life balance and changing org priorities,0
empReview_83225160,"Jan 10, 2024",5.0,"High Energy, v. positive
Development Culture
Great colleagues","Long hours
Multiple Strat\egy Pivots",0
empReview_89658751,"Jul 31, 2024",3.0,Talented people to work with. Interesting problem space,Poor concept of personal time and work demarcation. Lack of psychological safety due to low retention.,0
empReview_89627504,"Jul 30, 2024",5.0,"One of the best companies I worked fo, awesome environment and very talented people","Currency for Egyptian is not that good, but it's a country level problem",0
empReview_89770629,"Aug 4, 2024",4.0,"Remote
Great minds to work with
Easy to commute and communicate",Salaries difference across the world in engineers,0
empReview_88420513,"Jun 20, 2024",2.0,Flexibility to work from home,"Abrupt hiring and firing of employees.
No Accountability of Management of parent company, who keep on drawing hefty salaries and compensation packages meanwhile firing other employees in name of cost cutting. 
Employees fired based on whims, likes, and dislikes. No structure,measure, or process.
You hire in droves in one quarter as if there is no tomorrow and you start firing in the next quarter sending demoralization across the company.",0
empReview_89603536,"Jul 29, 2024",5.0,the atmosphere is good and muddassir is a great leader,Nothing that needs to be mentioned,1
empReview_89690945,"Aug 1, 2024",3.0,"Well established infrastructure
Autonomous 
Technology focused
Potential for growth","Clear biases
Lack of clarity in receiving support",0
empReview_89696246,"Aug 1, 2024",5.0,a great place to grow,a little stressful at times,1
empReview_89463811,"Jul 24, 2024",3.0,Not bad salary it was avg,it was in 2018 so it's ended now,0
empReview_89473361,"Jul 24, 2024",4.0,alot of learning opportunity there,no work life balance there,0
empReview_88733711,"Jul 1, 2024",2.0,Good environment and hybrid work conditions,"salaries are very low compared to the market and no stocks or profit share. Also, a lot of silent layoffs.",0
empReview_89231917,"Jul 17, 2024",5.0,Good work culture and management,As of now I haven’t seen any cons,1
empReview_88337038,"Jun 17, 2024",3.0,"The scale is very high, that put you in big challenges that pushes your career boundaries.","The management could be not the greatest. Although parent company is a big company, it acts like a startup. So the scale is very big, but the company is moving very fast and this is being reflected to stree on the employees.",0
empReview_89115992,"Jul 13, 2024",4.0,flexible interesting work life balance,limited budget and maturing industry,0
empReview_88891381,"Jul 5, 2024",5.0,"* Great people and culture
* Interesting engineering opportunities",The work sometimes can be pretty intense,1
empReview_88730231,"Jul 1, 2024",3.0,Lots of new activities and new developments to gain experience in,Cut throat. Performance based on who shouts it out more,0
empReview_88601844,"Jun 26, 2024",4.0,Before acqusition it was an amazing place,"If you dont hit the target , political conflicts between local markets go up",0
empReview_88837247,"Jul 4, 2024",5.0,"Good pay
Flexible environment
Good culture","Adhoc work
Dynamic way of working",0
empReview_87608621,"May 24, 2024",5.0,The exposure to different business helps you expand knowledge about different aet of businesses,"The pace is so fast at parent company that if you leave parent company everywhere else the pace is slow, that is ehy majority of ex parent companyer open their own startup to meet that pace.. Not a con but a very very interesting development",1
empReview_87979922,"Jun 5, 2024",5.0,"1. Amazing people 
2. Good environment",1. They don’t treat employees in pak and uae equally. No matter how hard you work you won’t be relocated to UAE because that is high budget market and you are too cheap,0
empReview_88246463,"Jun 13, 2024",4.0,"- Autonomy and wide scope for PMs
- Good diversity in teams","- There is lot of politics which makes the work done inefficient
- Unfair behaviour by managers is not monitored",0
empReview_85783826,"Mar 28, 2024",4.0,"You get to work on large scale problems
Good friendly people
Process for everything","Low hiring budget, need more people in team",0
empReview_86470767,"Apr 18, 2024",3.0,work life balance is great,very low pay scale as compared to market,0
empReview_84685243,"Feb 23, 2024",4.0,"- Talented and inspiring colleagues to collaborate with
- Market Competitive compensation and bi-annual COLA reviews
- Incredible scale of operations provides experience with large-scale systems
- Line managers are helpful and considerate","- Constant reorganizations lead to confusion and inconsistencies in team velocity
- Too many priorities and projects ongoing at the same time, leading to technical debt and sometimes poor execution",0
empReview_85558190,"Mar 21, 2024",1.0,Salary is decent. Good number of leave days.,"parent company used to have a good culture, but not any more. Now it is bureaucratic and highly authoritative. All the good people have left and now it's full of ex-consultants and sharks. Promotions are pretty much a popularity contest. Depends who plays the game better.",0
empReview_87053515,"May 7, 2024",1.0,there is no any points to work here,"silent firing
overworking
too many processes",0
empReview_85736752,"Mar 26, 2024",4.0,Nice place to work higher management is the best good benefits,In my case Line manager are not eligible for that role,0
empReview_79937582,"Sep 11, 2023",1.0,"What attracted me to parent company was the mission as laid out by the CEO. Pay is decent, but compared to how much you work you’re underpaid.","It's a total disaster from the top down. They keep talking about values, but there's so much talk, and I see very little action. And the diversity? Almost non-existent. The way they treat women? Unacceptable in this day and age. As for their profits? They haven't seen a single dollar. No growth, no progress. The CEO? His only skill is to get people to give him money. Thinks he’s a genius, but really, he’s not. Doesn’t listen. Only wants yes-men around him. He doesn’t trust the experts he hires to do their jobs, and because of that, you see massive attrition of all the best people. Everywhere you look, it’s all about ‘me, me, me.’ If you stand up, they push you down. If you demand excellence, they say you’re too demanding. To the investors who believed in them, you're in my thoughts. It's unfortunate, a real tragedy.",0
empReview_85832570,"Mar 29, 2024",2.0,Best people in the region,Work life balance is not good. Busy work is rewarded. Constant strategy changes and reorgs,0
empReview_85700157,"Mar 25, 2024",4.0,Exponential Learning | Fitness Reimbursement | Good Benifits,Hire slow fire fast culture | More than average workload for some teams.,0
empReview_85877829,"Apr 1, 2024",5.0,Explained everything about the position in details,nothing in particular to mention,1
